Precinct,Cast,Registered,US Senate,Heller [R],Rosen [D],None,Total,US Representative,Amodei [R],Koble [D],None,Total,Governor,Laxalt [R],Sisolak [D],None,Total,Lt. Governor,Marshall [D],Roberson [R],None,Total,Sec of State,Araijo [D],Cagavske [R],None,Total,State Treasurer,Beers [R],Cornine [D],None,Total,State Controller,Byrne [D],Knect [R],None,Total,Attorney General,Duncan [R],Ford [D],None,Total,State Senate 13,Ratti [D],Young [IAP],None,Total,State Senate 14,Boszak [D],Hansen [R],None,Total,State Senate 16,Davis-Hersey [D],Kieckhefer [R],None,Total,State Assembly 24,Peters [D],Unopposed ,None,Total,State Assembly 25,Shorts [D],Tolles [R],None,Total,State Assembly 26,Joseph [D],Krasner [R],None,Total,State Assembly 27,Benitez-Thompson [D],Unopposed ,None,Total,State Assembly 30,Sprinkle [D],Unopposed,None,Total,State Assembly 31,Daly [D],Dickman [R],None,Total,State Assembly 32,Hansen [R],Povilaitis [D],None,Total,State Assembly 40,Kramer [R],Zemke [D],None,Total,County Commission 2,Lucey [R],Wolgast [D],None,Total,County Commission 3,Johnson [R],Jung [D],None,Total,County Commission 5,Herman [R],Judd [D],None,Total,County Assessor,Clark [R],Evans [D],None,Total,County Clerk,Parent [R],Tudorache [D],None,Total,District Attorney,Hicks [R],Unopposed,None,Total,Public Administrator,Cavallo [R],Prothro [D],None,Total,County Recorder,Burtness [R},Work [D],None,Total,County Treasurer,Buehler [D],Davis [R],None,Total,County Sheriff,Balaam [R],Nowe [D],None,Total,School Board B,Minetto [NP],Vanderwell [NP],None,Total,School Board C,Caudill [R],Feenster [NP],None,Total,School Board F,Calvert [NP],Church [NP},None,Total,Reno Mayor,Lorton [R],Shieve [D],None,Total,Reno City Council Ward 2,Duerr [D],Lawrence [R],None,Total,Reno City Council Ward 4,Mckenzie [D],Weber [R],None,Total,Reno City Attorney,Hall [R],Kadlik [D],None,Total,,,,,
650800,524,630,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
651100,533,751,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
651300,554,809,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
651400,736,"1,072",,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
651600,"1,058","1,562",,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
651900,"1,043","1,386",,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
652000,357,500,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
652100,280,364,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
652200,438,557,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
652300,0,0,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
652400,"1,153","1,710",,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
652500,89,138,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
652600,362,546,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
652700,0,0,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
652800,0,0,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
652900,0,0,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
710000,7,8,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
730000,97,185,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
730200,1,4,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
730400,255,491,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
730600,66,104,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
730700,17,26,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
730800,19,25,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
730900,8,12,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
731200,385,758,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
731300,117,228,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
731400,367,709,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
731500,1,4,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
731600,543,993,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
731700,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
731800,69,133,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
731900,20,26,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
732100,1,1,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
740000,4,4,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
740200,631,963,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
740300,3,4,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
740400,37,41,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
740600,6,7,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,2,2,2,2,,,,,
